"","regex_count","uid","method"
"2268","7","pubmed-34602491","full_text"
"2269","7","pubmed-31882821","full_text"
"2270","2","pubmed-30103315","full_text"
"2271","7","pubmed-20956308","full_text"
"2272","3","pubmed-27432231","full_text"
"2273","6","embase-70459788","full_text"
"2274","25","embase-631199084","full_text"
"2275","8","embase-618811456","full_text"
"2276","2","pubmed-32382276","full_text"
"2277","2","pubmed-22666623","full_text"
"2278","1","wos:000275811900008","full_text"
"2279","1","embase-70108702","full_text"
"2280","1","wos:000245814800002","full_text"
"2281","9","pubmed-28115973","full_text"
"2282","3","embase-70108771","full_text"
"2283","13","pubmed-34113246","full_text"
"2284","1","pubmed-32048142","full_text"
"2285","2","pubmed-35364637","full_text"
"2286","11","pubmed-33981952","full_text"
"2287","1","pubmed-31062296","full_text"
"2288","7","pubmed-33195275","full_text"
"2289","1","wos:000078131000028","full_text"
"2290","2","pubmed-32704089","full_text"
"2291","5","pubmed-35599482","full_text"
"2292","25","embase-631198474","full_text"
"2293","5","wos:000254273400007","full_text"
"2294","22","pubmed-31769564","full_text"
"2295","1","pubmed-33318402","full_text"
"2296","1","wos:000165277700002","full_text"
"2297","1","pubmed-33832539","full_text"
"2298","3","pubmed-30074071","full_text"
"2299","25","embase-619605278","full_text"
"2300","8","embase-765710","full_text"
"2301","6","pubmed-33881611","full_text"
"2302","17","pubmed-28345579","full_text"
"2303","36","pubmed-31357749","full_text"
"2304","9","pubmed-29052089","full_text"
"2305","3","pubmed-33624140","full_text"
"2306","2","pubmed-26836173","full_text"
"2307","1","pubmed-21869458","full_text"
"2308","21","pubmed-29905772","full_text"
"2309","1","pubmed-33955647","full_text"
"2310","1","pubmed-30426389","full_text"
"2311","21","pubmed-26538149","full_text"
"2312","4","embase-70428995","full_text"
"2313","1","wos:000278318700015","full_text"
"2314","1","pubmed-29382825","full_text"
"2315","10","wos:000233943500005","full_text"
"2316","1","wos:000276126900008","full_text"
"2317","2","embase-70109689","full_text"
"2318","2","pubmed-14501013","full_text"
"2319","1","embase-70108700","full_text"
"2320","1","pubmed-21435176","full_text"
"2321","1","pubmed-34992526","full_text"
"2322","1","pubmed-33559354","full_text"
"2323","9","wos:000813883300003","full_text"
"2324","5","pubmed-32144984","full_text"
"2325","86","pubmed-29154272","full_text"
"2326","1","pubmed-31119507","full_text"
"2327","8","pubmed-34140954","full_text"
"2328","3","pubmed-23160851","full_text"
"2329","3","pubmed-31611761","full_text"
"2330","4","pubmed-34356887","full_text"
"2331","11","pubmed-32444385","full_text"
"2332","1","pubmed-23349038","full_text"
"2333","3","wos:000272190800021","full_text"
"2334","1","pubmed-26892487","full_text"
"2335","53","wos:000274839900001","full_text"
"2336","6","pubmed-33649406","full_text"
"2337","1","pubmed-30910484","full_text"
"2338","26","pubmed-21515372","full_text"
"2339","9","pubmed-22170863","full_text"
"2340","1","pubmed-23780660","full_text"
"2341","28","pubmed-30670054","full_text"
"2342","9","pubmed-34417591","full_text"
"2343","1","embase-71914964","full_text"
"2344","1","pubmed-34616501","full_text"
"2345","1","wos:000277948800033","full_text"
"2346","12","pubmed-34916926","full_text"
"2347","2","wos:000262666900009","full_text"
"2348","3","pubmed-31607916","full_text"
"2349","2","pubmed-34258598","full_text"
"2350","29","wos:000222278600053","full_text"
"2351","2","wos:000086968800012","full_text"
"2352","7","pubmed-30766992","full_text"
"2353","1","wos:000077954300008","full_text"
"2354","2","wos:000076359000008","full_text"
"2355","1","pubmed-31594220","full_text"
"2356","17","embase-noaccession-80244","full_text"
"2357","13","wos:000182132500005","full_text"
"2358","1","wos:000252819900012","full_text"
"2359","1","pubmed-21983147","full_text"
"2360","3","pubmed-35798912","full_text"
"2361","11","pubmed-21522131","full_text"
"2362","1","pubmed-34021876","full_text"
"2363","1","pubmed-21350020","full_text"
"2364","1","pubmed-34830337","full_text"
"2365","12","pubmed-30283031","full_text"
"2366","18","pubmed-26902204","full_text"
"2367","2","wos:000260472700020","full_text"
"2368","18","wos:000248177900004","full_text"
"2369","1","embase-70896769","full_text"
"2370","3","embase-70108698","full_text"
"2371","34","pubmed-30061577","full_text"
"2372","2","pubmed-18945886","full_text"
"2373","2","wos:000174792700011","full_text"
"2374","15","embase-373321472","full_text"
"2375","1","pubmed-29665128","full_text"
"2376","77","embase-71389814","full_text"
"2377","15","pubmed-26202697","full_text"
"2378","2","pubmed-26332578","full_text"
"2379","1","embase-70860384","full_text"
"2380","3","embase-358080734","full_text"
"2381","4","embase-70109813","full_text"
"2382","7","wos:000246461500077","full_text"
"2383","1","embase-612351034","full_text"
"2384","1","pubmed-34668666","full_text"
"2385","66","embase-616801883","full_text"
"2386","1","pubmed-33432077","full_text"
"2387","7","wos:000182942500021","full_text"
"2388","1","wos:000259438500088","full_text"
"2389","1","pubmed-29260627","full_text"
"2390","15","pubmed-35927034","full_text"
"2391","10","wos:000265859000009","full_text"
"2392","1","pubmed-27255602","full_text"
"2393","7","embase-70865550","full_text"
"2394","4","pubmed-26757191","full_text"
"2395","1","embase-70502306","full_text"
"2396","1","pubmed-34163535","full_text"
"2397","1","pubmed-33591941","full_text"
"2398","2","pubmed-25552649","full_text"
"2399","4","pubmed-29951813","full_text"
"2400","14","embase-70316999","full_text"
"2401","1","embase-619379461","full_text"
"2402","2","pubmed-29862455","full_text"
"2403","4","pubmed-32029735","full_text"
"2404","2","pubmed-31594233","full_text"
"2405","13","pubmed-34450329","full_text"
"2406","1","pubmed-21627640","full_text"
"2407","20","pubmed-32954296","full_text"
"2408","2","pubmed-23874659","full_text"
"2409","1","pubmed-23407382","full_text"
"2410","1","pubmed-26552589","full_text"
"2411","20","pubmed-30283032","full_text"
"2412","2","embase-71947433","full_text"
"2413","5","pubmed-33685483","full_text"
"2414","22","wos:000209214600020","full_text"
"2415","1","wos:000185626900014","full_text"
"2416","2","pubmed-24712999","full_text"
"2417","6","wos:000255012500015","full_text"
"2418","1","pubmed-23302658","full_text"
"2419","1","pubmed-30158892","full_text"
"2420","13","pubmed-34790737","full_text"
"2421","16","pubmed-33425209","full_text"
"2422","6","embase-620157887","full_text"
"2423","8","pubmed-26786552","full_text"
"2424","51","wos:000272012500009","full_text"
"2425","3","wos:000273935700020","full_text"
"2426","9","pubmed-33642981","full_text"
"2427","3","pubmed-31907339","full_text"
"2428","8","wos:000275677000007","full_text"
"2429","1","pubmed-30099679","full_text"
"2430","2","embase-71081659","full_text"
"2431","1","wos:000272833800008","full_text"
"2432","2","pubmed-15078567","full_text"
"2433","17","wos:000266619800006","full_text"
"2434","4","pubmed-34468933","full_text"
"2435","1","pubmed-30563837","full_text"
"2436","42","pubmed-29660932","full_text"
"2437","1","pubmed-33390886","full_text"
"2438","24","pubmed-25540024","full_text"
"2439","3","wos:000208380300001","full_text"
"2440","2","embase-611972241","full_text"
"2441","26","embase-793098","full_text"
"2442","1","pubmed-35881299","full_text"
"2443","1","pubmed-34954699","full_text"
"2444","4","pubmed-12111863","full_text"
"2445","3","wos:000267647100005","full_text"
"2446","19","scopus-2-s2.0-85129921207","full_text"
"2447","3","pubmed-33146400","full_text"
"2448","5","pubmed-33935084","full_text"
"2449","2","embase-611972165","full_text"
"2450","32","pubmed-23007847","full_text"
"2451","8","pubmed-33539323","full_text"
"2452","3","embase-70109384","full_text"
"2453","17","embase-71278798","full_text"
"2454","1","pubmed-26558630","full_text"
"2455","1","embase-70860998","full_text"
"2456","4","pubmed-31831046","full_text"
"2457","3","pubmed-31509519","full_text"
"2458","5","pubmed-29955650","full_text"
"2459","2","pubmed-28865022","full_text"
"2460","5","wos:000828034300009","full_text"
"2461","1","wos:000224864800021","full_text"
"2462","2","wos:000266275400014","full_text"
"2463","1","pubmed-29574717","full_text"
"2464","12","pubmed-23618906","full_text"
"2465","1","pubmed-32597812","full_text"
"2466","2","pubmed-22996751","full_text"
"2467","3","pubmed-20351282","full_text"
"2468","1","pubmed-30560481","full_text"
"2469","10","pubmed-30127003","full_text"
"2470","6","pubmed-30226901","full_text"
"2471","2","pubmed-25057188","full_text"
"2472","1","pubmed-29097597","full_text"
"2473","1","wos:000247401100019","full_text"
"2474","1","embase-70109820","full_text"
"2475","3","pubmed-26710244","full_text"
"2476","1","pubmed-32782380","full_text"
"2477","1","pubmed-27034849","full_text"
"2478","2","wos:000180306600008","full_text"
"2479","4","pubmed-35783103","full_text"
"2480","1","wos:000227364400016","full_text"
"2481","3","wos:000180259900010","full_text"
"2482","64","wos:000224070100010","full_text"
"2483","1","pubmed-12561079","full_text"
"2484","11","pubmed-32071246","full_text"
"2485","2","embase-70502195","full_text"
"2486","2","embase-71081633","full_text"
"2487","13","pubmed-23921129","full_text"
"2488","14","pubmed-32538849","full_text"
"2489","15","pubmed-35787294","full_text"
"2490","1","pubmed-32321771","full_text"
"2491","1","wos:000273779100007","full_text"
"2492","13","pubmed-31168644","full_text"
"2493","8","pubmed-31537707","full_text"
"2494","25","pubmed-35674133","full_text"
"2495","2","pubmed-31195662","full_text"
"2496","15","pubmed-31705957","full_text"
"2497","3","embase-70108767","full_text"
"2498","41","embase-629097799","full_text"
"2499","1","wos:000166113000014","full_text"
"2500","1","pubmed-22355745","full_text"
"2501","1","wos:000179746700026","full_text"
"2502","1","pubmed-35676374","full_text"
"2503","1","pubmed-33413694","full_text"
"2504","18","pubmed-34986876","full_text"
"2505","1","pubmed-26843640","full_text"
"2506","2","pubmed-31619982","full_text"
"2507","2","wos:000261996700022","full_text"
"2508","24","pubmed-23996574","full_text"
"2509","3","pubmed-33864430","full_text"
"2510","11","wos:000282097600014","full_text"
"2511","24","pubmed-22451307","full_text"
"2512","1","wos:000279980800006","full_text"
"2513","1","pubmed-24304563","full_text"
"2514","3","pubmed-23770692","full_text"
"2515","14","pubmed-29904599","full_text"
"2516","2","wos:000276617100020","full_text"
"2517","11","pubmed-33718391","full_text"
"2518","1","wos:000266921700002","full_text"
"2519","2","wos:000244112400004","full_text"
"2520","2","wos:000276622600017","full_text"
"2521","12","scopus-2-s2.0-85132130134","full_text"
"2522","3","wos:000271293000007","full_text"
"2523","1","embase-71747606","full_text"
"2524","2","pubmed-33653950","full_text"
"2525","1","embase-70110027","full_text"
"2526","8","embase-70110041","full_text"
"2527","1","embase-369786906","full_text"
"2528","3","pubmed-32009891","full_text"
"2529","1","pubmed-19196476","full_text"
"2530","2","pubmed-31031891","full_text"
"2531","6","pubmed-26905287","full_text"
"2532","18","pubmed-25031394","full_text"
"2533","1","pubmed-30103323","full_text"
"2534","29","wos:000178812000012","full_text"
"2535","11","pubmed-27538496","full_text"
"2536","1","pubmed-31178678","full_text"
"2537","2","pubmed-35628216","full_text"
"2538","1","wos:000250577600021","full_text"
"2539","1","wos:000244234900023","full_text"
"2540","26","pubmed-26418152","full_text"
"2541","1","pubmed-31062332","full_text"
"2542","1","pubmed-17980611","full_text"
"2543","1","embase-70503008","full_text"
"2544","12","pubmed-30618634","full_text"
"2545","20","pubmed-34290083","full_text"
"2546","16","pubmed-29793416","full_text"
"2547","3","embase-70431915","full_text"
"2548","15","pubmed-23152597","full_text"
"2549","10","pubmed-24448785","full_text"
"2550","1","pubmed-19642202","full_text"
"2551","2","embase-70860862","full_text"
"2552","3","pubmed-31680863","full_text"
"2553","6","pubmed-18300294","full_text"
"2554","1","pubmed-18631994","full_text"
"2555","2","pubmed-30421453","full_text"
"2556","21","pubmed-33994946","full_text"
"2557","8","pubmed-15140924","full_text"
"2558","4","pubmed-25246588","full_text"
"2559","1","pubmed-27840743","full_text"
"2560","1","pubmed-29191754","full_text"
"2561","1","wos:000230516900006","full_text"
"2562","4","pubmed-21465567","full_text"
"2563","27","pubmed-29508283","full_text"
"2564","2","embase-2004654495","full_text"
"2565","7","pubmed-34333153","full_text"
"2566","16","pubmed-26667279","full_text"
"2567","2","pubmed-28919464","full_text"
"2568","1","pubmed-23568104","full_text"
"2569","2","wos:000283836900005","full_text"
"2570","3","wos:000226706600001","full_text"
"2571","1","pubmed-27258414","full_text"
"2572","1","wos:000266267600012","full_text"
"2573","1","pubmed-30028551","full_text"
"2574","25","embase-631199265","full_text"
"2575","25","pubmed-29101243","full_text"
"2576","2","pubmed-27072684","full_text"
"2577","106","pubmed-30347138","full_text"
"2578","68","pubmed-30009391","full_text"
"2579","21","pubmed-31379566","full_text"
"2580","1","pubmed-27688126","full_text"
"2581","7","wos:000249757300027","full_text"
"2582","1","pubmed-23225543","full_text"
"2583","2","embase-70501008","full_text"
"2584","1","pubmed-18947414","full_text"
"2585","13","pubmed-21441921","full_text"
"2586","15","embase-70220672","full_text"
"2587","4","pubmed-31840000","full_text"
"2588","2","pubmed-30548427","full_text"
"2589","1","wos:000267961400019","full_text"
"2590","4","wos:000230987300021","full_text"
"2591","59","pubmed-34238366","full_text"
"2592","3","pubmed-23399915","full_text"
"2593","4","pubmed-15711854","full_text"
"2594","5","pubmed-29660939","full_text"
"2595","2","pubmed-34872618","full_text"
"2596","3","embase-70859437","full_text"
"2597","1","pubmed-32410043","full_text"
"2598","6","pubmed-31496118","full_text"
"2599","16","wos:000208457100031","full_text"
"2600","18","pubmed-29272333","full_text"
"2601","1","pubmed-33741591","full_text"
"2602","1","pubmed-31734880","full_text"
"2603","1","pubmed-27163800","full_text"
"2604","1","wos:000166113000032","full_text"
"2605","1","pubmed-22192775","full_text"
"2606","8","wos:000273822200013","full_text"
